item_id	path_type	path	assigned_agent	status	master_state	output_rel	item_id_mentions	has_item_heading	bytes	sha16	depth	core_descendant_files	reason	master_evidence
VCS_CLI_ON_PLAN_FILE-HZ-011	directory	prompt-template/codex	agent_11	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_11/output.md	1	yes	9125	-	2	3	directory contains included core algorithm descendant(s)	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-012	file	commands/cancel-rlcr-loop.md	agent_12	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_12/output.md	2	yes	995	ce9e856fe4f4d195	2		command workflow definition for plan/RLCR algorithms	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-013	file	commands/start-rlcr-loop.md	agent_13	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_13/output.md	1	yes	2407	2878e20e74f3b2af	2		command workflow definition for plan/RLCR algorithms	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-014	file	hooks/check-todos-from-transcript.py	agent_14	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_14/output.md	1	yes	4425	44d0d28cf2dab213	2		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-015	file	hooks/hooks.json	agent_15	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_15/output.md	1	yes	1397	ffa39b0e94479a1f	2		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-016	file	hooks/loop-bash-validator.sh	agent_16	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_16/output.md	1	yes	7570	fa967dd354ad5784	2		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-017	file	hooks/loop-codex-stop-hook.sh	agent_17	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_17/output.md	1	yes	33963	36c273f69b87f2ff	2		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-018	file	hooks/loop-edit-validator.sh	agent_18	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_18/output.md	1	yes	3558	3e425a10a29c1093	2		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-019	file	hooks/loop-plan-validator.sh	agent_19	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_19/output.md	1	yes	11017	f66f7f87c593469e	2		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-020	file	hooks/loop-read-validator.sh	agent_20	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_20/output.md	1	yes	4005	c7961ccb60569f66	2		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-021	file	hooks/loop-write-validator.sh	agent_21	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_21/output.md	1	yes	5349	9764535c7fb940c0	2		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-022	file	scripts/humanize.sh	agent_22	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_22/output.md	1	yes	22548	d55a2e13c661d314	2		runtime script implementing workflow, routing, monitor, validation, or state behavior	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-023	file	scripts/portable-timeout.sh	agent_23	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_23/output.md	1	yes	2116	0e35de1118d19699	2		runtime script implementing workflow, routing, monitor, validation, or state behavior	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-024	file	scripts/setup-rlcr-loop.sh	agent_24	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_24/output.md	1	yes	19204	4ce8e828eefdf0b1	2		runtime script implementing workflow, routing, monitor, validation, or state behavior	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-025	file	tests/test-error-scenarios.sh	agent_25	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_25/output.md	1	yes	3652	8c6badba785c33c4	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-026	file	tests/test-plan-file-handling.sh	agent_26	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_26/output.md	1	yes	35581	ff364c6da0d031d2	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-027	file	tests/test-template-loader.sh	agent_27	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_27/output.md	2	yes	18077	84e147b01af69505	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-028	file	tests/test-template-references.sh	agent_28	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_28/output.md	2	yes	7144	1ce7f75b0f6dcb42	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-029	file	tests/test-templates-comprehensive.sh	agent_29	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_29/output.md	1	yes	19990	90cce2d7a176322d	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-030	file	hooks/lib/loop-common.sh	agent_30	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_30/output.md	1	yes	12414	84cc3d6cffcc9ff5	3		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-031	file	hooks/lib/template-loader.sh	agent_31	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_31/output.md	1	yes	6402	96c7e86532a093b3	3		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-032	file	prompt-template/block/branch-changed.md	agent_32	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_32/output.md	2	yes	1101	154a2cc727d483a4	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-033	file	prompt-template/block/codex-review-failed.md	agent_33	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_33/output.md	2	yes	441	da0e92480e856991	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-034	file	prompt-template/block/git-not-clean-humanize-local.md	agent_34	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_34/output.md	1	yes	255	7928478493aff105	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-035	file	prompt-template/block/git-not-clean-untracked.md	agent_35	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_35/output.md	1	yes	451	f43695d9bf683067	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-036	file	prompt-template/block/git-not-clean.md	agent_36	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_36/output.md	2	yes	817	27fdbf4b61e9c3e8	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-037	file	prompt-template/block/git-push.md	agent_37	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_37/output.md	2	yes	270	6f6a914581c44bf4	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-038	file	prompt-template/block/goal-tracker-bash-write.md	agent_38	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_38/output.md	1	yes	289	10bd3180103232ab	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-039	file	prompt-template/block/goal-tracker-modification.md	agent_39	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_39/output.md	1	yes	792	f1ba1e1d57f10f0e	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-040	file	prompt-template/block/goal-tracker-not-initialized.md	agent_40	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_40/output.md	1	yes	707	8e0704adfd34a85f	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-041	file	prompt-template/block/incomplete-todos.md	agent_41	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_41/output.md	1	yes	442	6f11cb221b60ef09	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-042	file	prompt-template/block/large-files.md	agent_42	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_42/output.md	1	yes	1088	4959ab05fe8db151	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-043	file	prompt-template/block/plan-file-changed-commit-mode.md	agent_43	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_43/output.md	2	yes	599	4b4f14a490920811	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-044	file	prompt-template/block/plan-file-changed-prompt-block.md	agent_44	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_44/output.md	1	yes	540	bfbbf17a02ef6ad7	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-045	file	prompt-template/block/plan-file-committed.md	agent_45	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_45/output.md	1	yes	1242	f599afe99fefd7b6	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-046	file	prompt-template/block/plan-file-modified-warning.md	agent_46	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_46/output.md	1	yes	739	3bcf58be583287ca	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-047	file	prompt-template/block/plan-file-not-tracked.md	agent_47	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_47/output.md	2	yes	376	c2d539aaa7258389	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-048	file	prompt-template/block/plan-file-outside-repo-conflict.md	agent_48	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_48/output.md	2	yes	514	ec6accd3c27f1b38	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-049	file	prompt-template/block/plan-file-staged.md	agent_49	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_49/output.md	2	yes	967	f571343c21266cdb	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-050	file	prompt-template/block/plan-file-uncommitted.md	agent_50	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_50/output.md	1	yes	462	50cfe2641fc7ef9e	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-051	file	prompt-template/block/pre-112-state-file.md	agent_51	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_51/output.md	1	yes	887	df67e9aaab99c980	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-052	file	prompt-template/block/prompt-file-write.md	agent_52	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_52/output.md	2	yes	413	646f5d69c23ad448	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-053	file	prompt-template/block/state-file-modification.md	agent_53	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_53/output.md	1	yes	238	6bb8b47b54741bbc	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-054	file	prompt-template/block/summary-bash-write.md	agent_54	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_54/output.md	2	yes	302	bd85ffadfbb99a46	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-055	file	prompt-template/block/todos-file-access.md	agent_55	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_55/output.md	1	yes	253	73ab064257615c4d	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-056	file	prompt-template/block/unpushed-commits.md	agent_56	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_56/output.md	2	yes	348	0551bb132865f477	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-057	file	prompt-template/block/work-summary-missing.md	agent_57	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_57/output.md	1	yes	335	b436e5c7da62fb36	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-058	file	prompt-template/block/wrong-directory-path.md	agent_58	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_58/output.md	2	yes	152	f5ef742284113e9f	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-059	file	prompt-template/block/wrong-file-location.md	agent_59	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_59/output.md	1	yes	318	7694ce22d3e717d5	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-060	file	prompt-template/block/wrong-round-file.md	agent_60	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_60/output.md	1	yes	343	95e644ffc2acb524	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-061	file	prompt-template/block/wrong-round-number.md	agent_61	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_61/output.md	1	yes	225	b0cda8096b43ed73	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-062	file	prompt-template/block/wrong-summary-location.md	agent_62	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_62/output.md	1	yes	109	631a6877e9b14def	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-063	file	prompt-template/claude/goal-tracker-update-request.md	agent_63	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_63/output.md	1	yes	573	7562a836815c4e71	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-064	file	prompt-template/claude/next-round-footer.md	agent_64	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_64/output.md	1	yes	465	8022d464c481fe85	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-065	file	prompt-template/claude/next-round-prompt.md	agent_65	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_65/output.md	1	yes	1206	02e772f1156bd385	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-066	file	prompt-template/claude/post-alignment-action-items.md	agent_66	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_66/output.md	2	yes	390	997a65e7b8b813f7	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-067	file	prompt-template/claude/push-every-round-note.md	agent_67	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_67/output.md	1	yes	101	786793c424471d77	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-068	file	prompt-template/codex/full-alignment-review.md	agent_68	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_68/output.md	1	yes	4180	e7bc79baed87a05c	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-069	file	prompt-template/codex/goal-tracker-update-section.md	agent_69	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_69/output.md	1	yes	1047	b65806939b91d326	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
VCS_CLI_ON_PLAN_FILE-HZ-070	file	prompt-template/codex/regular-review.md	agent_70	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_70/output.md	2	yes	3898	0e1832561c8c6381	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
