agent	item_count	total_bytes	item_ids	paths
agent_11	5	63636	ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-011,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-041,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-071,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-101,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-131	prompt-template/claude; scripts/setup-rlcr-loop.sh; tests/test-todo-checker.sh; prompt-template/block/work-summary-missing.md; tests/robustness/test-goal-tracker-robustness.sh
agent_12	5	48471	ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-012,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-042,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-072,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-102,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-132	prompt-template/codex; scripts/validate-gen-plan-io.sh; tests/test-zsh-monitor-safety.sh; prompt-template/block/wrong-directory-path.md; tests/robustness/test-hook-input-robustness.sh
agent_13	5	67781	ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-013,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-043,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-073,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-103,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-133	prompt-template/plan; tests/manual-monitor-test.sh; hooks/lib/loop-common.sh; prompt-template/block/wrong-file-location.md; tests/robustness/test-path-validation-robustness.sh
agent_14	5	33122	ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-014,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-044,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-074,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-104,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-134	prompt-template/pr-loop; tests/run-all-tests.sh; hooks/lib/template-loader.sh; prompt-template/block/wrong-round-file.md; tests/robustness/test-plan-file-robustness.sh
agent_15	5	31305	ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-015,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-045,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-075,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-105,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-135	scripts/lib; tests/setup-fixture-mock-gh.sh; prompt-template/block/claude-eyes-timeout.md; prompt-template/block/wrong-round-number.md; tests/robustness/test-session-robustness.sh
agent_16	5	151522	ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-016,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-046,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-076,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-106,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-136	tests/robustness; tests/setup-monitor-test-env.sh; prompt-template/block/codex-review-failed.md; prompt-template/block/wrong-summary-location.md; tests/robustness/test-state-file-robustness.sh
agent_17	5	27361	ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-017,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-047,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-077,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-107,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-137	agents/draft-relevance-checker.md; tests/test-allowlist-validators.sh; prompt-template/block/finalize-state-file-modification.md; prompt-template/claude/finalize-phase-prompt.md; tests/robustness/test-template-stress-robustness.sh
agent_18	5	16783	ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-018,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-048,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-078,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-108,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-138	commands/cancel-pr-loop.md; tests/test-ansi-parsing.sh; prompt-template/block/force-push-detected.md; prompt-template/claude/finalize-phase-skipped-prompt.md; tests/robustness/test-timeout-robustness.sh
agent_19	4	10270	ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-019,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-049,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-079,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-109	commands/cancel-rlcr-loop.md; tests/test-bash-validator-patterns.sh; prompt-template/block/git-add-humanize.md; prompt-template/claude/goal-tracker-update-request.md
agent_20	4	54514	ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-020,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-050,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-080,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-110	commands/gen-plan.md; tests/test-cancel-signal-file.sh; prompt-template/block/git-not-clean-humanize-local.md; prompt-template/claude/next-round-footer.md
agent_21	4	14991	ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-021,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-051,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-081,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-111	commands/start-pr-loop.md; tests/test-codex-review-merge.sh; prompt-template/block/git-not-clean-untracked.md; prompt-template/claude/next-round-prompt.md
agent_22	4	12055	ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-022,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-052,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-082,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-112	commands/start-rlcr-loop.md; tests/test-error-scenarios.sh; prompt-template/block/git-not-clean.md; prompt-template/claude/post-alignment-action-items.md
agent_23	4	35905	ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-023,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-053,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-083,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-113	hooks/check-todos-from-transcript.py; tests/test-finalize-phase.sh; prompt-template/block/git-push.md; prompt-template/claude/push-every-round-note.md
agent_24	4	21656	ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-024,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-054,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-084,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-114	hooks/hooks.json; tests/test-gen-plan.sh; prompt-template/block/git-status-failed.md; prompt-template/claude/review-phase-prompt.md
agent_25	4	20911	ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-025,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-055,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-085,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-115	hooks/loop-bash-validator.sh; tests/test-helpers.sh; prompt-template/block/goal-tracker-bash-write.md; prompt-template/codex/code-review-phase.md
agent_26	4	75209	ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-026,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-056,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-086,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-116	hooks/loop-codex-stop-hook.sh; tests/test-humanize-escape.sh; prompt-template/block/goal-tracker-modification.md; prompt-template/codex/full-alignment-review.md
agent_27	4	37748	ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-027,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-057,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-087,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-117	hooks/loop-edit-validator.sh; tests/test-monitor-e2e-real.sh; prompt-template/block/goal-tracker-not-initialized.md; prompt-template/codex/goal-tracker-update-section.md
agent_28	4	25565	ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-028,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-058,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-088,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-118	hooks/loop-plan-file-validator.sh; tests/test-monitor-runtime.sh; prompt-template/block/incomplete-todos.md; prompt-template/codex/regular-review.md
agent_29	4	44871	ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-029,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-059,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-089,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-119	hooks/loop-read-validator.sh; tests/test-plan-file-hooks.sh; prompt-template/block/large-files.md; prompt-template/plan/gen-plan-template.md
agent_30	4	34460	ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-030,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-060,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-090,ENHANCE_RLCR_WITH_REVIEW_LOOP-HZ-120	hooks/loop-write-validator.sh; tests/test-plan-file-validation.sh; prompt-template/block/no-trigger-comment.md; prompt-template/pr-loop/codex-goal-tracker-update.md
