item_id	path_type	path	included	assigned_agent	bytes	sha16	depth	core_descendant_files	reason
TUNABLE_FULL_EXAMINE_ROUND-HZ-023	file	hooks/check-todos-from-transcript.py	yes	agent_23	4754	9eedcf660e9ac131	2		hook or validator implementation for the RLCR state machine
TUNABLE_FULL_EXAMINE_ROUND-HZ-024	file	hooks/hooks.json	yes	agent_24	1580	5912ec1581ea1300	2		hook or validator implementation for the RLCR state machine
TUNABLE_FULL_EXAMINE_ROUND-HZ-025	file	hooks/loop-bash-validator.sh	yes	agent_25	16755	80308f37175151ec	2		hook or validator implementation for the RLCR state machine
TUNABLE_FULL_EXAMINE_ROUND-HZ-026	file	hooks/loop-codex-stop-hook.sh	yes	agent_26	60345	6775c15f1a5587be	2		hook or validator implementation for the RLCR state machine
TUNABLE_FULL_EXAMINE_ROUND-HZ-027	file	hooks/loop-edit-validator.sh	yes	agent_27	5982	9df4fa5599669e7a	2		hook or validator implementation for the RLCR state machine
TUNABLE_FULL_EXAMINE_ROUND-HZ-028	file	hooks/loop-plan-file-validator.sh	yes	agent_28	7983	6b6902f57e815c1d	2		hook or validator implementation for the RLCR state machine
TUNABLE_FULL_EXAMINE_ROUND-HZ-029	file	hooks/loop-read-validator.sh	yes	agent_29	5210	8a80336890315beb	2		hook or validator implementation for the RLCR state machine
TUNABLE_FULL_EXAMINE_ROUND-HZ-030	file	hooks/loop-write-validator.sh	yes	agent_30	9044	01c742091b33ad75	2		hook or validator implementation for the RLCR state machine
TUNABLE_FULL_EXAMINE_ROUND-HZ-031	file	hooks/pr-loop-stop-hook.sh	yes	agent_01	68799	ddd1873ed6721fa1	2		hook or validator implementation for the RLCR state machine
TUNABLE_FULL_EXAMINE_ROUND-HZ-032	file	scripts/cancel-pr-loop.sh	yes	agent_02	3498	2ce12a3a92f45fb6	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-033	file	scripts/cancel-rlcr-loop.sh	yes	agent_03	4248	5a9506ca44a737d6	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-034	file	scripts/check-bot-reactions.sh	yes	agent_04	11495	c29ff3322c98b69b	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-035	file	scripts/check-pr-reviewer-status.sh	yes	agent_05	9834	f67e6950c39f3e7d	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-036	file	scripts/fetch-pr-comments.sh	yes	agent_06	14503	07795733628556de	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-037	file	scripts/humanize.sh	yes	agent_07	55359	b7f5fe3c51e75736	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-038	file	scripts/poll-pr-reviews.sh	yes	agent_08	9682	2cd8977d2b402454	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-039	file	scripts/portable-timeout.sh	yes	agent_09	2116	0e35de1118d19699	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-040	file	scripts/setup-pr-loop.sh	yes	agent_10	29557	b093eef80281a9e8	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-041	file	scripts/setup-rlcr-loop.sh	yes	agent_11	38477	88b6da6d67783d09	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-042	file	scripts/validate-gen-plan-io.sh	yes	agent_12	4822	cab0cbd166dd2360	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-043	file	tests/manual-monitor-test.sh	yes	agent_13	2527	f4f61aa882880b50	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-044	file	tests/run-all-tests.sh	yes	agent_14	4629	5ecc543dc4a7d77b	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-045	file	tests/setup-fixture-mock-gh.sh	yes	agent_15	2860	5ff65d12d4faa0e1	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-046	file	tests/setup-monitor-test-env.sh	yes	agent_16	2066	f84d1a049f7df375	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-047	file	tests/test-allowlist-validators.sh	yes	agent_17	14613	08d862dfc528c90d	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-048	file	tests/test-ansi-parsing.sh	yes	agent_18	5801	1ce1261d36446df1	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-049	file	tests/test-bash-validator-patterns.sh	yes	agent_19	6658	8a01aab8994ab5f7	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-050	file	tests/test-cancel-signal-file.sh	yes	agent_20	41264	c1f879ec75a11ec4	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-051	file	tests/test-codex-review-merge.sh	yes	agent_21	10985	e568001d43de29b4	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-052	file	tests/test-error-scenarios.sh	yes	agent_22	7691	a3d02e87805da569	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-053	file	tests/test-finalize-phase.sh	yes	agent_23	31038	88fb9d2482f2cc6b	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-054	file	tests/test-gen-plan.sh	yes	agent_24	18858	30a9ab194c245bea	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-055	file	tests/test-helpers.sh	yes	agent_25	2594	8e0372407bb9189a	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-056	file	tests/test-humanize-escape.sh	yes	agent_26	12037	5a0bf50c547cc4be	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-057	file	tests/test-monitor-e2e-real.sh	yes	agent_27	30012	848973af0a357089	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-058	file	tests/test-monitor-runtime.sh	yes	agent_28	13242	d4f57c5b74203adb	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-059	file	tests/test-plan-file-hooks.sh	yes	agent_29	35614	f6e6a1f7f3956065	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-060	file	tests/test-plan-file-validation.sh	yes	agent_30	22893	d4398bc2dd203b12	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-061	file	tests/test-pr-loop-hooks.sh	yes	agent_01	51873	c12959f78138fd58	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-062	file	tests/test-pr-loop-lib.sh	yes	agent_02	4240	02bf950ecbb3e2f6	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-063	file	tests/test-pr-loop-scripts.sh	yes	agent_03	12471	58580d83af4188a2	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-064	file	tests/test-pr-loop-stophook.sh	yes	agent_04	55475	0923d80c41b7ca58	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-065	file	tests/test-pr-loop-system.sh	yes	agent_05	66645	caafafdf30bc755a	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-066	file	tests/test-pr-loop.sh	yes	agent_06	1302	bec07f08c9159e35	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-067	file	tests/test-state-exit-naming.sh	yes	agent_07	9039	4845ffa1c861e410	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-068	file	tests/test-template-loader.sh	yes	agent_08	21290	a2219c383c2a1de7	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-069	file	tests/test-template-references.sh	yes	agent_09	7095	8472a7490cad3071	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-070	file	tests/test-templates-comprehensive.sh	yes	agent_10	19978	6886fbefd58a6798	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-071	file	tests/test-todo-checker.sh	yes	agent_11	10351	a1c493ca7eed9bf7	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-072	file	tests/test-zsh-monitor-safety.sh	yes	agent_12	10665	9dc833ff915ba169	2		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-SKIP-011	file	.github/workflows/claude-code-review.yml	no		1491	180f9737d00889a9	3		CI workflow; not core algorithm runtime or specification
TUNABLE_FULL_EXAMINE_ROUND-SKIP-012	file	.github/workflows/claude.yml	no		1943	61d9d6dda52e4b1b	3		CI workflow; not core algorithm runtime or specification
TUNABLE_FULL_EXAMINE_ROUND-SKIP-013	file	.github/workflows/plan-file-test.yml	no		1774	abbdbc88c4cc909f	3		CI workflow; not core algorithm runtime or specification
TUNABLE_FULL_EXAMINE_ROUND-SKIP-014	file	.github/workflows/shell-syntax-check.yml	no		1700	37727577fefbef88	3		CI workflow; not core algorithm runtime or specification
TUNABLE_FULL_EXAMINE_ROUND-SKIP-015	file	.github/workflows/template-test.yml	no		2150	f7bcd9ce40bf1809	3		CI workflow; not core algorithm runtime or specification
TUNABLE_FULL_EXAMINE_ROUND-SKIP-016	file	.github/workflows/version-bump-check.yml	no		5615	5d58351e053c0df7	3		CI workflow; not core algorithm runtime or specification
TUNABLE_FULL_EXAMINE_ROUND-HZ-073	file	hooks/lib/loop-common.sh	yes	agent_13	49692	141cee1342fd416d	3		hook or validator implementation for the RLCR state machine
TUNABLE_FULL_EXAMINE_ROUND-HZ-074	file	hooks/lib/template-loader.sh	yes	agent_14	7114	5b3f234b6593e793	3		hook or validator implementation for the RLCR state machine
TUNABLE_FULL_EXAMINE_ROUND-HZ-075	file	prompt-template/block/claude-eyes-timeout.md	yes	agent_15	776	8dea4f1564e9cc93	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-076	file	prompt-template/block/codex-review-failed.md	yes	agent_16	441	da0e92480e856991	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-077	file	prompt-template/block/finalize-state-file-modification.md	yes	agent_17	344	3a8a62ecc2f2239d	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-078	file	prompt-template/block/force-push-detected.md	yes	agent_18	630	51c9a939f5fdc13d	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-079	file	prompt-template/block/git-add-humanize.md	yes	agent_19	1125	21d13f820049a58a	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-080	file	prompt-template/block/git-not-clean-humanize-local.md	yes	agent_20	237	3560783ce38f0173	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-081	file	prompt-template/block/git-not-clean-untracked.md	yes	agent_21	451	f43695d9bf683067	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-082	file	prompt-template/block/git-not-clean.md	yes	agent_22	817	27fdbf4b61e9c3e8	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-083	file	prompt-template/block/git-push.md	yes	agent_23	270	6f6a914581c44bf4	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-084	file	prompt-template/block/git-status-failed.md	yes	agent_24	326	148c7f2135627ce2	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-085	file	prompt-template/block/goal-tracker-bash-write.md	yes	agent_25	289	10bd3180103232ab	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-086	file	prompt-template/block/goal-tracker-modification.md	yes	agent_26	792	f1ba1e1d57f10f0e	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-087	file	prompt-template/block/goal-tracker-not-initialized.md	yes	agent_27	707	8e0704adfd34a85f	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-088	file	prompt-template/block/incomplete-todos.md	yes	agent_28	442	6f11cb221b60ef09	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-089	file	prompt-template/block/large-files.md	yes	agent_29	1088	4959ab05fe8db151	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-090	file	prompt-template/block/no-trigger-comment.md	yes	agent_30	515	7c9e5455ad408aa7	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-091	file	prompt-template/block/plan-backup-protected.md	yes	agent_01	257	10d2563c8eb9bb40	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-092	file	prompt-template/block/plan-file-modified.md	yes	agent_02	385	274695196e85d988	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-093	file	prompt-template/block/pr-loop-prompt-write.md	yes	agent_03	360	7292fc54eba28998	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-094	file	prompt-template/block/pr-loop-state-modification.md	yes	agent_04	329	b679405192d8447d	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-095	file	prompt-template/block/prompt-file-write.md	yes	agent_05	413	646f5d69c23ad448	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-096	file	prompt-template/block/schema-outdated.md	yes	agent_06	379	8d25f8f8d616dc68	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-097	file	prompt-template/block/state-file-modification.md	yes	agent_07	238	6bb8b47b54741bbc	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-098	file	prompt-template/block/summary-bash-write.md	yes	agent_08	302	bd85ffadfbb99a46	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-099	file	prompt-template/block/todos-file-access.md	yes	agent_09	253	73ab064257615c4d	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-100	file	prompt-template/block/unpushed-commits.md	yes	agent_10	348	0551bb132865f477	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-101	file	prompt-template/block/work-summary-missing.md	yes	agent_11	335	b436e5c7da62fb36	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-102	file	prompt-template/block/wrong-directory-path.md	yes	agent_12	152	f5ef742284113e9f	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-103	file	prompt-template/block/wrong-file-location.md	yes	agent_13	318	7694ce22d3e717d5	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-104	file	prompt-template/block/wrong-round-file.md	yes	agent_14	343	95e644ffc2acb524	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-105	file	prompt-template/block/wrong-round-number.md	yes	agent_15	225	b0cda8096b43ed73	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-106	file	prompt-template/block/wrong-summary-location.md	yes	agent_16	109	631a6877e9b14def	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-107	file	prompt-template/claude/finalize-phase-prompt.md	yes	agent_17	1695	6e015a12cf318fbb	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-108	file	prompt-template/claude/finalize-phase-skipped-prompt.md	yes	agent_18	1605	ff4361717a698dec	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-109	file	prompt-template/claude/goal-tracker-update-request.md	yes	agent_19	573	7562a836815c4e71	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-110	file	prompt-template/claude/next-round-footer.md	yes	agent_20	448	3cb3f7d1cd4c23eb	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-111	file	prompt-template/claude/next-round-prompt.md	yes	agent_21	1206	02e772f1156bd385	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-112	file	prompt-template/claude/post-alignment-action-items.md	yes	agent_22	390	997a65e7b8b813f7	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-113	file	prompt-template/claude/push-every-round-note.md	yes	agent_23	101	786793c424471d77	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-114	file	prompt-template/claude/review-phase-prompt.md	yes	agent_24	875	3a02babc825272d9	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-115	file	prompt-template/codex/code-review-phase.md	yes	agent_25	1273	7732ef716b716cfa	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-116	file	prompt-template/codex/full-alignment-review.md	yes	agent_26	4167	b411240f17ff1f2f	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-117	file	prompt-template/codex/goal-tracker-update-section.md	yes	agent_27	1047	b65806939b91d326	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-118	file	prompt-template/codex/regular-review.md	yes	agent_28	3898	0e1832561c8c6381	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-119	file	prompt-template/plan/gen-plan-template.md	yes	agent_29	2959	9d4c703cb60120bc	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-120	file	prompt-template/pr-loop/codex-goal-tracker-update.md	yes	agent_30	2008	5243ce9a0b095b92	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-121	file	prompt-template/pr-loop/critical-requirements-has-comments.md	yes	agent_01	654	25fa79c23496b68b	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-122	file	prompt-template/pr-loop/critical-requirements-no-comments.md	yes	agent_02	585	d29a14c30d60898b	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-123	file	prompt-template/pr-loop/goal-tracker-initial.md	yes	agent_03	725	4489e2fdf92f879d	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-124	file	prompt-template/pr-loop/round-0-header.md	yes	agent_04	333	31e5f99f1dc163a6	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-125	file	prompt-template/pr-loop/round-0-task-has-comments.md	yes	agent_05	1390	20d190147f779e4f	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-126	file	prompt-template/pr-loop/round-0-task-no-comments.md	yes	agent_06	1066	c184172250797df4	3		prompt/block template defining algorithmic transitions, gates, or review contracts
TUNABLE_FULL_EXAMINE_ROUND-HZ-127	file	scripts/lib/monitor-common.sh	yes	agent_07	17436	100cc115eebc5d20	3		runtime script implementing workflow, routing, monitor, validation, or state behavior
TUNABLE_FULL_EXAMINE_ROUND-SKIP-017	file	tests/fixtures/comment-reactions.json	no		142	f7d65ec67f648747	3		fixture/mock data; not a core algorithm file
TUNABLE_FULL_EXAMINE_ROUND-SKIP-018	file	tests/fixtures/issue-comments.json	no		102	5cd95080cf7416c2	3		fixture/mock data; not a core algorithm file
TUNABLE_FULL_EXAMINE_ROUND-SKIP-019	file	tests/fixtures/issue_comments.json	no		658	ced611db7e54cefc	3		fixture/mock data; not a core algorithm file
TUNABLE_FULL_EXAMINE_ROUND-SKIP-020	file	tests/fixtures/pr-reviews.json	no		134	8d0dfa2305063094	3		fixture/mock data; not a core algorithm file
TUNABLE_FULL_EXAMINE_ROUND-SKIP-021	file	tests/fixtures/pr_reviews.json	no		827	ff87c6739a885694	3		fixture/mock data; not a core algorithm file
TUNABLE_FULL_EXAMINE_ROUND-SKIP-022	file	tests/fixtures/reactions.json	no		113	4e52cd2296f73ada	3		fixture/mock data; not a core algorithm file
TUNABLE_FULL_EXAMINE_ROUND-SKIP-023	file	tests/fixtures/review-comments.json	no		3	37517e5f3dc66819	3		fixture/mock data; not a core algorithm file
TUNABLE_FULL_EXAMINE_ROUND-SKIP-024	file	tests/fixtures/review_comments.json	no		512	eb230b1311e2a44c	3		fixture/mock data; not a core algorithm file
TUNABLE_FULL_EXAMINE_ROUND-SKIP-025	file	tests/mocks/gh	no		8205	c7060e9672a96d94	3		fixture/mock data; not a core algorithm file
TUNABLE_FULL_EXAMINE_ROUND-HZ-128	file	tests/robustness/test-base-branch-detection.sh	yes	agent_08	6042	8f1b2a450a732504	3		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-129	file	tests/robustness/test-cancel-security-robustness.sh	yes	agent_09	14738	7a605131df07cf26	3		executable specification for core algorithm behavior
TUNABLE_FULL_EXAMINE_ROUND-HZ-130	file	tests/robustness/test-concurrent-state-robustness.sh	yes	agent_10	16016	791c1e695509822a	3		executable specification for core algorithm behavior
