agent	item_count	total_bytes	item_ids	paths
agent_061	1	51873	TUNABLE_FULL_EXAMINE_ROUND-HZ-061	tests/test-pr-loop-hooks.sh
agent_062	1	4240	TUNABLE_FULL_EXAMINE_ROUND-HZ-062	tests/test-pr-loop-lib.sh
agent_063	1	12471	TUNABLE_FULL_EXAMINE_ROUND-HZ-063	tests/test-pr-loop-scripts.sh
agent_064	1	55475	TUNABLE_FULL_EXAMINE_ROUND-HZ-064	tests/test-pr-loop-stophook.sh
agent_065	1	66645	TUNABLE_FULL_EXAMINE_ROUND-HZ-065	tests/test-pr-loop-system.sh
agent_066	1	1302	TUNABLE_FULL_EXAMINE_ROUND-HZ-066	tests/test-pr-loop.sh
agent_067	1	9039	TUNABLE_FULL_EXAMINE_ROUND-HZ-067	tests/test-state-exit-naming.sh
agent_068	1	21290	TUNABLE_FULL_EXAMINE_ROUND-HZ-068	tests/test-template-loader.sh
agent_069	1	7095	TUNABLE_FULL_EXAMINE_ROUND-HZ-069	tests/test-template-references.sh
agent_070	1	19978	TUNABLE_FULL_EXAMINE_ROUND-HZ-070	tests/test-templates-comprehensive.sh
agent_071	1	10351	TUNABLE_FULL_EXAMINE_ROUND-HZ-071	tests/test-todo-checker.sh
agent_072	1	10665	TUNABLE_FULL_EXAMINE_ROUND-HZ-072	tests/test-zsh-monitor-safety.sh
agent_073	1	49692	TUNABLE_FULL_EXAMINE_ROUND-HZ-073	hooks/lib/loop-common.sh
agent_074	1	7114	TUNABLE_FULL_EXAMINE_ROUND-HZ-074	hooks/lib/template-loader.sh
agent_075	1	776	TUNABLE_FULL_EXAMINE_ROUND-HZ-075	prompt-template/block/claude-eyes-timeout.md
agent_076	1	441	TUNABLE_FULL_EXAMINE_ROUND-HZ-076	prompt-template/block/codex-review-failed.md
agent_077	1	344	TUNABLE_FULL_EXAMINE_ROUND-HZ-077	prompt-template/block/finalize-state-file-modification.md
agent_078	1	630	TUNABLE_FULL_EXAMINE_ROUND-HZ-078	prompt-template/block/force-push-detected.md
agent_079	1	1125	TUNABLE_FULL_EXAMINE_ROUND-HZ-079	prompt-template/block/git-add-humanize.md
agent_080	1	237	TUNABLE_FULL_EXAMINE_ROUND-HZ-080	prompt-template/block/git-not-clean-humanize-local.md
agent_081	1	451	TUNABLE_FULL_EXAMINE_ROUND-HZ-081	prompt-template/block/git-not-clean-untracked.md
agent_082	1	817	TUNABLE_FULL_EXAMINE_ROUND-HZ-082	prompt-template/block/git-not-clean.md
agent_083	1	270	TUNABLE_FULL_EXAMINE_ROUND-HZ-083	prompt-template/block/git-push.md
agent_084	1	326	TUNABLE_FULL_EXAMINE_ROUND-HZ-084	prompt-template/block/git-status-failed.md
agent_085	1	289	TUNABLE_FULL_EXAMINE_ROUND-HZ-085	prompt-template/block/goal-tracker-bash-write.md
agent_086	1	792	TUNABLE_FULL_EXAMINE_ROUND-HZ-086	prompt-template/block/goal-tracker-modification.md
agent_087	1	707	TUNABLE_FULL_EXAMINE_ROUND-HZ-087	prompt-template/block/goal-tracker-not-initialized.md
agent_088	1	442	TUNABLE_FULL_EXAMINE_ROUND-HZ-088	prompt-template/block/incomplete-todos.md
agent_089	1	1088	TUNABLE_FULL_EXAMINE_ROUND-HZ-089	prompt-template/block/large-files.md
agent_090	1	515	TUNABLE_FULL_EXAMINE_ROUND-HZ-090	prompt-template/block/no-trigger-comment.md
agent_091	1	257	TUNABLE_FULL_EXAMINE_ROUND-HZ-091	prompt-template/block/plan-backup-protected.md
agent_092	1	385	TUNABLE_FULL_EXAMINE_ROUND-HZ-092	prompt-template/block/plan-file-modified.md
agent_093	1	360	TUNABLE_FULL_EXAMINE_ROUND-HZ-093	prompt-template/block/pr-loop-prompt-write.md
agent_094	1	329	TUNABLE_FULL_EXAMINE_ROUND-HZ-094	prompt-template/block/pr-loop-state-modification.md
agent_095	1	413	TUNABLE_FULL_EXAMINE_ROUND-HZ-095	prompt-template/block/prompt-file-write.md
agent_096	1	379	TUNABLE_FULL_EXAMINE_ROUND-HZ-096	prompt-template/block/schema-outdated.md
agent_097	1	238	TUNABLE_FULL_EXAMINE_ROUND-HZ-097	prompt-template/block/state-file-modification.md
agent_098	1	302	TUNABLE_FULL_EXAMINE_ROUND-HZ-098	prompt-template/block/summary-bash-write.md
agent_099	1	253	TUNABLE_FULL_EXAMINE_ROUND-HZ-099	prompt-template/block/todos-file-access.md
agent_100	1	348	TUNABLE_FULL_EXAMINE_ROUND-HZ-100	prompt-template/block/unpushed-commits.md
agent_101	1	335	TUNABLE_FULL_EXAMINE_ROUND-HZ-101	prompt-template/block/work-summary-missing.md
agent_102	1	152	TUNABLE_FULL_EXAMINE_ROUND-HZ-102	prompt-template/block/wrong-directory-path.md
agent_103	1	318	TUNABLE_FULL_EXAMINE_ROUND-HZ-103	prompt-template/block/wrong-file-location.md
agent_104	1	343	TUNABLE_FULL_EXAMINE_ROUND-HZ-104	prompt-template/block/wrong-round-file.md
agent_105	1	225	TUNABLE_FULL_EXAMINE_ROUND-HZ-105	prompt-template/block/wrong-round-number.md
agent_106	1	109	TUNABLE_FULL_EXAMINE_ROUND-HZ-106	prompt-template/block/wrong-summary-location.md
agent_107	1	1695	TUNABLE_FULL_EXAMINE_ROUND-HZ-107	prompt-template/claude/finalize-phase-prompt.md
agent_108	1	1605	TUNABLE_FULL_EXAMINE_ROUND-HZ-108	prompt-template/claude/finalize-phase-skipped-prompt.md
agent_109	1	573	TUNABLE_FULL_EXAMINE_ROUND-HZ-109	prompt-template/claude/goal-tracker-update-request.md
agent_110	1	448	TUNABLE_FULL_EXAMINE_ROUND-HZ-110	prompt-template/claude/next-round-footer.md
agent_111	1	1206	TUNABLE_FULL_EXAMINE_ROUND-HZ-111	prompt-template/claude/next-round-prompt.md
agent_112	1	390	TUNABLE_FULL_EXAMINE_ROUND-HZ-112	prompt-template/claude/post-alignment-action-items.md
agent_113	1	101	TUNABLE_FULL_EXAMINE_ROUND-HZ-113	prompt-template/claude/push-every-round-note.md
agent_114	1	875	TUNABLE_FULL_EXAMINE_ROUND-HZ-114	prompt-template/claude/review-phase-prompt.md
agent_115	1	1273	TUNABLE_FULL_EXAMINE_ROUND-HZ-115	prompt-template/codex/code-review-phase.md
agent_116	1	4167	TUNABLE_FULL_EXAMINE_ROUND-HZ-116	prompt-template/codex/full-alignment-review.md
agent_117	1	1047	TUNABLE_FULL_EXAMINE_ROUND-HZ-117	prompt-template/codex/goal-tracker-update-section.md
agent_118	1	3898	TUNABLE_FULL_EXAMINE_ROUND-HZ-118	prompt-template/codex/regular-review.md
agent_119	1	2959	TUNABLE_FULL_EXAMINE_ROUND-HZ-119	prompt-template/plan/gen-plan-template.md
agent_120	1	2008	TUNABLE_FULL_EXAMINE_ROUND-HZ-120	prompt-template/pr-loop/codex-goal-tracker-update.md
agent_121	1	654	TUNABLE_FULL_EXAMINE_ROUND-HZ-121	prompt-template/pr-loop/critical-requirements-has-comments.md
agent_122	1	585	TUNABLE_FULL_EXAMINE_ROUND-HZ-122	prompt-template/pr-loop/critical-requirements-no-comments.md
agent_123	1	725	TUNABLE_FULL_EXAMINE_ROUND-HZ-123	prompt-template/pr-loop/goal-tracker-initial.md
agent_124	1	333	TUNABLE_FULL_EXAMINE_ROUND-HZ-124	prompt-template/pr-loop/round-0-header.md
agent_125	1	1390	TUNABLE_FULL_EXAMINE_ROUND-HZ-125	prompt-template/pr-loop/round-0-task-has-comments.md
agent_126	1	1066	TUNABLE_FULL_EXAMINE_ROUND-HZ-126	prompt-template/pr-loop/round-0-task-no-comments.md
agent_127	1	17436	TUNABLE_FULL_EXAMINE_ROUND-HZ-127	scripts/lib/monitor-common.sh
agent_128	1	6042	TUNABLE_FULL_EXAMINE_ROUND-HZ-128	tests/robustness/test-base-branch-detection.sh
agent_129	1	14738	TUNABLE_FULL_EXAMINE_ROUND-HZ-129	tests/robustness/test-cancel-security-robustness.sh
agent_130	1	16016	TUNABLE_FULL_EXAMINE_ROUND-HZ-130	tests/robustness/test-concurrent-state-robustness.sh
agent_131	1	14267	TUNABLE_FULL_EXAMINE_ROUND-HZ-131	tests/robustness/test-git-operations-robustness.sh
agent_132	1	13967	TUNABLE_FULL_EXAMINE_ROUND-HZ-132	tests/robustness/test-goal-tracker-robustness.sh
agent_133	1	22458	TUNABLE_FULL_EXAMINE_ROUND-HZ-133	tests/robustness/test-hook-input-robustness.sh
agent_134	1	23690	TUNABLE_FULL_EXAMINE_ROUND-HZ-134	tests/robustness/test-hook-system-robustness.sh
agent_135	1	12849	TUNABLE_FULL_EXAMINE_ROUND-HZ-135	tests/robustness/test-path-validation-robustness.sh
agent_136	1	14625	TUNABLE_FULL_EXAMINE_ROUND-HZ-136	tests/robustness/test-plan-file-robustness.sh
agent_137	1	26629	TUNABLE_FULL_EXAMINE_ROUND-HZ-137	tests/robustness/test-pr-loop-api-robustness.sh
agent_138	1	10008	TUNABLE_FULL_EXAMINE_ROUND-HZ-138	tests/robustness/test-session-robustness.sh
agent_139	1	38326	TUNABLE_FULL_EXAMINE_ROUND-HZ-139	tests/robustness/test-setup-scripts-robustness.sh
agent_140	1	13794	TUNABLE_FULL_EXAMINE_ROUND-HZ-140	tests/robustness/test-state-file-robustness.sh
agent_141	1	12289	TUNABLE_FULL_EXAMINE_ROUND-HZ-141	tests/robustness/test-state-transition-robustness.sh
agent_142	1	10937	TUNABLE_FULL_EXAMINE_ROUND-HZ-142	tests/robustness/test-template-error-robustness.sh
agent_143	1	8882	TUNABLE_FULL_EXAMINE_ROUND-HZ-143	tests/robustness/test-template-stress-robustness.sh
agent_144	1	7794	TUNABLE_FULL_EXAMINE_ROUND-HZ-144	tests/robustness/test-timeout-robustness.sh
