agent	item_count	total_bytes	item_ids	paths
agent_13	5	70060	TODO2TASK_CAREFUL_MODE-HZ-013,TODO2TASK_CAREFUL_MODE-HZ-043,TODO2TASK_CAREFUL_MODE-HZ-073,TODO2TASK_CAREFUL_MODE-HZ-103,TODO2TASK_CAREFUL_MODE-HZ-133	prompt-template/plan; tests/manual-monitor-test.sh; hooks/lib/loop-common.sh; prompt-template/block/wrong-file-location.md; tests/robustness/test-goal-tracker-robustness.sh
agent_14	5	41305	TODO2TASK_CAREFUL_MODE-HZ-014,TODO2TASK_CAREFUL_MODE-HZ-044,TODO2TASK_CAREFUL_MODE-HZ-074,TODO2TASK_CAREFUL_MODE-HZ-104,TODO2TASK_CAREFUL_MODE-HZ-134	prompt-template/pr-loop; tests/run-all-tests.sh; hooks/lib/template-loader.sh; prompt-template/block/wrong-round-file.md; tests/robustness/test-hook-input-robustness.sh
agent_15	5	44870	TODO2TASK_CAREFUL_MODE-HZ-015,TODO2TASK_CAREFUL_MODE-HZ-045,TODO2TASK_CAREFUL_MODE-HZ-075,TODO2TASK_CAREFUL_MODE-HZ-105,TODO2TASK_CAREFUL_MODE-HZ-135	scripts/lib; tests/setup-fixture-mock-gh.sh; prompt-template/block/claude-eyes-timeout.md; prompt-template/block/wrong-round-number.md; tests/robustness/test-hook-system-robustness.sh
agent_16	5	284523	TODO2TASK_CAREFUL_MODE-HZ-016,TODO2TASK_CAREFUL_MODE-HZ-046,TODO2TASK_CAREFUL_MODE-HZ-076,TODO2TASK_CAREFUL_MODE-HZ-106,TODO2TASK_CAREFUL_MODE-HZ-136	tests/robustness; tests/setup-monitor-test-env.sh; prompt-template/block/codex-review-failed.md; prompt-template/block/wrong-summary-location.md; tests/robustness/test-path-validation-robustness.sh
agent_17	5	33685	TODO2TASK_CAREFUL_MODE-HZ-017,TODO2TASK_CAREFUL_MODE-HZ-047,TODO2TASK_CAREFUL_MODE-HZ-077,TODO2TASK_CAREFUL_MODE-HZ-107,TODO2TASK_CAREFUL_MODE-HZ-137	agents/draft-relevance-checker.md; tests/test-allowlist-validators.sh; prompt-template/block/finalize-state-file-modification.md; prompt-template/claude/finalize-phase-prompt.md; tests/robustness/test-plan-file-robustness.sh
agent_18	5	35585	TODO2TASK_CAREFUL_MODE-HZ-018,TODO2TASK_CAREFUL_MODE-HZ-048,TODO2TASK_CAREFUL_MODE-HZ-078,TODO2TASK_CAREFUL_MODE-HZ-108,TODO2TASK_CAREFUL_MODE-HZ-138	commands/cancel-pr-loop.md; tests/test-ansi-parsing.sh; prompt-template/block/force-push-detected.md; prompt-template/claude/finalize-phase-skipped-prompt.md; tests/robustness/test-pr-loop-api-robustness.sh
agent_19	5	20278	TODO2TASK_CAREFUL_MODE-HZ-019,TODO2TASK_CAREFUL_MODE-HZ-049,TODO2TASK_CAREFUL_MODE-HZ-079,TODO2TASK_CAREFUL_MODE-HZ-109,TODO2TASK_CAREFUL_MODE-HZ-139	commands/cancel-rlcr-loop.md; tests/test-bash-validator-patterns.sh; prompt-template/block/git-add-humanize.md; prompt-template/claude/goal-tracker-update-request.md; tests/robustness/test-session-robustness.sh
agent_20	5	92823	TODO2TASK_CAREFUL_MODE-HZ-020,TODO2TASK_CAREFUL_MODE-HZ-050,TODO2TASK_CAREFUL_MODE-HZ-080,TODO2TASK_CAREFUL_MODE-HZ-110,TODO2TASK_CAREFUL_MODE-HZ-140	commands/gen-plan.md; tests/test-cancel-signal-file.sh; prompt-template/block/git-not-clean-humanize-local.md; prompt-template/claude/next-round-footer.md; tests/robustness/test-setup-scripts-robustness.sh
agent_21	5	28785	TODO2TASK_CAREFUL_MODE-HZ-021,TODO2TASK_CAREFUL_MODE-HZ-051,TODO2TASK_CAREFUL_MODE-HZ-081,TODO2TASK_CAREFUL_MODE-HZ-111,TODO2TASK_CAREFUL_MODE-HZ-141	commands/start-pr-loop.md; tests/test-codex-review-merge.sh; prompt-template/block/git-not-clean-untracked.md; prompt-template/claude/next-round-prompt.md; tests/robustness/test-state-file-robustness.sh
agent_22	5	24840	TODO2TASK_CAREFUL_MODE-HZ-022,TODO2TASK_CAREFUL_MODE-HZ-052,TODO2TASK_CAREFUL_MODE-HZ-082,TODO2TASK_CAREFUL_MODE-HZ-112,TODO2TASK_CAREFUL_MODE-HZ-142	commands/start-rlcr-loop.md; tests/test-error-scenarios.sh; prompt-template/block/git-not-clean.md; prompt-template/claude/open-question-notice.md; tests/robustness/test-state-transition-robustness.sh
agent_23	5	49327	TODO2TASK_CAREFUL_MODE-HZ-023,TODO2TASK_CAREFUL_MODE-HZ-053,TODO2TASK_CAREFUL_MODE-HZ-083,TODO2TASK_CAREFUL_MODE-HZ-113,TODO2TASK_CAREFUL_MODE-HZ-143	hooks/check-todos-from-transcript.py; tests/test-finalize-phase.sh; prompt-template/block/git-push.md; prompt-template/claude/post-alignment-action-items.md; tests/robustness/test-template-error-robustness.sh
agent_24	5	29747	TODO2TASK_CAREFUL_MODE-HZ-024,TODO2TASK_CAREFUL_MODE-HZ-054,TODO2TASK_CAREFUL_MODE-HZ-084,TODO2TASK_CAREFUL_MODE-HZ-114,TODO2TASK_CAREFUL_MODE-HZ-144	hooks/hooks.json; tests/test-gen-plan.sh; prompt-template/block/git-status-failed.md; prompt-template/claude/push-every-round-note.md; tests/robustness/test-template-stress-robustness.sh
agent_25	5	28307	TODO2TASK_CAREFUL_MODE-HZ-025,TODO2TASK_CAREFUL_MODE-HZ-055,TODO2TASK_CAREFUL_MODE-HZ-085,TODO2TASK_CAREFUL_MODE-HZ-115,TODO2TASK_CAREFUL_MODE-HZ-145	hooks/loop-bash-validator.sh; tests/test-helpers.sh; prompt-template/block/goal-tracker-bash-write.md; prompt-template/claude/review-phase-prompt.md; tests/robustness/test-timeout-robustness.sh
agent_26	4	76667	TODO2TASK_CAREFUL_MODE-HZ-026,TODO2TASK_CAREFUL_MODE-HZ-056,TODO2TASK_CAREFUL_MODE-HZ-086,TODO2TASK_CAREFUL_MODE-HZ-116	hooks/loop-codex-stop-hook.sh; tests/test-humanize-escape.sh; prompt-template/block/goal-tracker-modification.md; prompt-template/codex/code-review-phase.md
agent_27	4	40869	TODO2TASK_CAREFUL_MODE-HZ-027,TODO2TASK_CAREFUL_MODE-HZ-057,TODO2TASK_CAREFUL_MODE-HZ-087,TODO2TASK_CAREFUL_MODE-HZ-117	hooks/loop-edit-validator.sh; tests/test-monitor-e2e-real.sh; prompt-template/block/goal-tracker-not-initialized.md; prompt-template/codex/full-alignment-review.md
agent_28	4	22871	TODO2TASK_CAREFUL_MODE-HZ-028,TODO2TASK_CAREFUL_MODE-HZ-058,TODO2TASK_CAREFUL_MODE-HZ-088,TODO2TASK_CAREFUL_MODE-HZ-118	hooks/loop-plan-file-validator.sh; tests/test-monitor-runtime.sh; prompt-template/block/incomplete-todos.md; prompt-template/codex/goal-tracker-update-section.md
agent_29	4	46531	TODO2TASK_CAREFUL_MODE-HZ-029,TODO2TASK_CAREFUL_MODE-HZ-059,TODO2TASK_CAREFUL_MODE-HZ-089,TODO2TASK_CAREFUL_MODE-HZ-119	hooks/loop-read-validator.sh; tests/test-plan-file-hooks.sh; prompt-template/block/large-files.md; prompt-template/codex/regular-review.md
agent_30	4	35427	TODO2TASK_CAREFUL_MODE-HZ-030,TODO2TASK_CAREFUL_MODE-HZ-060,TODO2TASK_CAREFUL_MODE-HZ-090,TODO2TASK_CAREFUL_MODE-HZ-120	hooks/loop-write-validator.sh; tests/test-plan-file-validation.sh; prompt-template/block/no-trigger-comment.md; prompt-template/plan/gen-plan-template.md
