agent	item_count	total_bytes	item_ids	paths
agent_11	3	16738	FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-011,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-041,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-071	prompt-template/claude; tests/test-humanize-escape.sh; prompt-template/block/state-file-modification.md
agent_12	3	20585	FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-012,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-042,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-072	prompt-template/codex; tests/test-monitor-e2e-real.sh; prompt-template/block/summary-bash-write.md
agent_13	3	140479	FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-013,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-043,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-073	tests/robustness; tests/test-monitor-runtime.sh; prompt-template/block/todos-file-access.md
agent_14	3	36914	FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-014,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-044,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-074	agents/draft-relevance-checker.md; tests/test-plan-file-hooks.sh; prompt-template/block/unpushed-commits.md
agent_15	3	24980	FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-015,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-045,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-075	commands/cancel-rlcr-loop.md; tests/test-plan-file-validation.sh; prompt-template/block/work-summary-missing.md
agent_16	3	18608	FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-016,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-046,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-076	commands/gen-plan.md; tests/test-state-exit-naming.sh; prompt-template/block/wrong-directory-path.md
agent_17	3	24018	FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-017,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-047,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-077	commands/start-rlcr-loop.md; tests/test-template-loader.sh; prompt-template/block/wrong-file-location.md
agent_18	3	11934	FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-018,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-048,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-078	hooks/check-todos-from-transcript.py; tests/test-template-references.sh; prompt-template/block/wrong-round-file.md
agent_19	3	21605	FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-019,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-049,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-079	hooks/hooks.json; tests/test-templates-comprehensive.sh; prompt-template/block/wrong-round-number.md
agent_20	3	24373	FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-020,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-050,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-080	hooks/loop-bash-validator.sh; tests/test-todo-checker.sh; prompt-template/block/wrong-summary-location.md
agent_21	3	53412	FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-021,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-051,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-081	hooks/loop-codex-stop-hook.sh; tests/test-zsh-monitor-safety.sh; prompt-template/claude/finalize-phase-prompt.md
agent_22	3	37477	FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-022,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-052,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-082	hooks/loop-edit-validator.sh; hooks/lib/loop-common.sh; prompt-template/claude/goal-tracker-update-request.md
agent_23	3	15562	FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-023,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-053,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-083	hooks/loop-plan-file-validator.sh; hooks/lib/template-loader.sh; prompt-template/claude/next-round-footer.md
agent_24	3	6716	FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-024,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-054,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-084	hooks/loop-read-validator.sh; prompt-template/block/codex-review-failed.md; prompt-template/claude/next-round-prompt.md
agent_25	3	8838	FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-025,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-055,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-085	hooks/loop-write-validator.sh; prompt-template/block/finalize-state-file-modification.md; prompt-template/claude/post-alignment-action-items.md
agent_26	3	5474	FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-026,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-056,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-086	scripts/cancel-rlcr-loop.sh; prompt-template/block/git-add-humanize.md; prompt-template/claude/push-every-round-note.md
agent_27	3	41632	FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-027,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-057,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-087	scripts/humanize.sh; prompt-template/block/git-not-clean-humanize-local.md; prompt-template/codex/full-alignment-review.md
agent_28	3	3614	FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-028,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-058,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-088	scripts/portable-timeout.sh; prompt-template/block/git-not-clean-untracked.md; prompt-template/codex/goal-tracker-update-section.md
agent_29	3	30937	FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-029,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-059,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-089	scripts/setup-rlcr-loop.sh; prompt-template/block/git-not-clean.md; prompt-template/codex/regular-review.md
agent_30	3	18746	FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-030,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-060,FIX_TOO_STRICT_RULE_AND_ENHANCE_PLAN_GEN-HZ-090	scripts/validate-gen-plan-io.sh; prompt-template/block/git-push.md; tests/robustness/test-cancel-security-robustness.sh
