agent	item_count	total_bytes	item_ids	paths
agent_11	8	1172346	ASK_GEMINI-HZ-011,ASK_GEMINI-HZ-041,ASK_GEMINI-HZ-071,ASK_GEMINI-HZ-101,ASK_GEMINI-HZ-131,ASK_GEMINI-HZ-161,ASK_GEMINI-HZ-191,ASK_GEMINI-HZ-221	tests; hooks/check-todos-from-transcript.py; tests/manual-monitor-test.sh; tests/test-pr-loop-2-hooks.sh; prompt-template/block/codex-review-failed.md; prompt-template/block/todos-file-access.md; prompt-template/pr-loop/critical-requirements-has-comments.md; tests/robustness/test-state-file-robustness.sh
agent_12	8	29442	ASK_GEMINI-HZ-012,ASK_GEMINI-HZ-042,ASK_GEMINI-HZ-072,ASK_GEMINI-HZ-102,ASK_GEMINI-HZ-132,ASK_GEMINI-HZ-162,ASK_GEMINI-HZ-192,ASK_GEMINI-HZ-222	README.md; hooks/hooks.json; tests/run-all-tests.sh; tests/test-pr-loop-3-stophook.sh; prompt-template/block/finalize-contract-access.md; prompt-template/block/unpushed-commits.md; prompt-template/pr-loop/critical-requirements-no-comments.md; tests/robustness/test-state-transition-robustness.sh
agent_13	8	175504	ASK_GEMINI-HZ-013,ASK_GEMINI-HZ-043,ASK_GEMINI-HZ-073,ASK_GEMINI-HZ-103,ASK_GEMINI-HZ-133,ASK_GEMINI-HZ-163,ASK_GEMINI-HZ-193,ASK_GEMINI-HZ-223	hooks/lib; hooks/loop-bash-validator.sh; tests/setup-fixture-mock-gh.sh; tests/test-pr-loop-hooks.sh; prompt-template/block/finalize-state-file-modification.md; prompt-template/block/work-summary-missing.md; prompt-template/pr-loop/goal-tracker-initial.md; tests/robustness/test-template-error-robustness.sh
agent_14	8	116528	ASK_GEMINI-HZ-014,ASK_GEMINI-HZ-044,ASK_GEMINI-HZ-074,ASK_GEMINI-HZ-104,ASK_GEMINI-HZ-134,ASK_GEMINI-HZ-164,ASK_GEMINI-HZ-194,ASK_GEMINI-HZ-224	prompt-template/block; hooks/loop-codex-stop-hook.sh; tests/setup-monitor-test-env.sh; tests/test-pr-loop-lib.sh; prompt-template/block/force-push-detected.md; prompt-template/block/wrong-contract-location.md; prompt-template/pr-loop/round-0-header.md; tests/robustness/test-template-stress-robustness.sh
agent_15	8	80622	ASK_GEMINI-HZ-015,ASK_GEMINI-HZ-045,ASK_GEMINI-HZ-075,ASK_GEMINI-HZ-105,ASK_GEMINI-HZ-135,ASK_GEMINI-HZ-165,ASK_GEMINI-HZ-195,ASK_GEMINI-HZ-225	prompt-template/claude; hooks/loop-edit-validator.sh; tests/test-agent-teams.sh; tests/test-pr-loop-scripts.sh; prompt-template/block/git-add-humanize.md; prompt-template/block/wrong-directory-path.md; prompt-template/pr-loop/round-0-task-has-comments.md; tests/robustness/test-timeout-robustness.sh
agent_16	7	99783	ASK_GEMINI-HZ-016,ASK_GEMINI-HZ-046,ASK_GEMINI-HZ-076,ASK_GEMINI-HZ-106,ASK_GEMINI-HZ-136,ASK_GEMINI-HZ-166,ASK_GEMINI-HZ-196	prompt-template/codex; hooks/loop-plan-file-validator.sh; tests/test-allowlist-validators.sh; tests/test-pr-loop-stophook.sh; prompt-template/block/git-not-clean-humanize-local.md; prompt-template/block/wrong-file-location.md; prompt-template/pr-loop/round-0-task-no-comments.md
agent_17	7	91595	ASK_GEMINI-HZ-017,ASK_GEMINI-HZ-047,ASK_GEMINI-HZ-077,ASK_GEMINI-HZ-107,ASK_GEMINI-HZ-137,ASK_GEMINI-HZ-167,ASK_GEMINI-HZ-197	prompt-template/plan; hooks/loop-post-bash-hook.sh; tests/test-ansi-parsing.sh; tests/test-pr-loop-system.sh; prompt-template/block/git-not-clean-untracked.md; prompt-template/block/wrong-round-file.md; scripts/lib/config-loader.sh
agent_18	7	38702	ASK_GEMINI-HZ-018,ASK_GEMINI-HZ-048,ASK_GEMINI-HZ-078,ASK_GEMINI-HZ-108,ASK_GEMINI-HZ-138,ASK_GEMINI-HZ-168,ASK_GEMINI-HZ-198	prompt-template/pr-loop; hooks/loop-read-validator.sh; tests/test-ask-codex.sh; tests/test-pr-loop.sh; prompt-template/block/git-not-clean.md; prompt-template/block/wrong-round-number.md; scripts/lib/model-router.sh
agent_19	7	146474	ASK_GEMINI-HZ-019,ASK_GEMINI-HZ-049,ASK_GEMINI-HZ-079,ASK_GEMINI-HZ-109,ASK_GEMINI-HZ-139,ASK_GEMINI-HZ-169,ASK_GEMINI-HZ-199	scripts/lib; hooks/loop-write-validator.sh; tests/test-bash-validator-patterns.sh; tests/test-refine-plan.sh; prompt-template/block/git-push.md; prompt-template/block/wrong-summary-location.md; scripts/lib/monitor-common.sh
agent_20	7	151800	ASK_GEMINI-HZ-020,ASK_GEMINI-HZ-050,ASK_GEMINI-HZ-080,ASK_GEMINI-HZ-110,ASK_GEMINI-HZ-140,ASK_GEMINI-HZ-170,ASK_GEMINI-HZ-200	skills/ask-codex; hooks/pr-loop-stop-hook.sh; tests/test-bitlesson-select-routing.sh; tests/test-session-id.sh; prompt-template/block/git-status-failed.md; prompt-template/claude/agent-teams-continue.md; scripts/lib/monitor-skill.sh
agent_21	7	35783	ASK_GEMINI-HZ-021,ASK_GEMINI-HZ-051,ASK_GEMINI-HZ-081,ASK_GEMINI-HZ-111,ASK_GEMINI-HZ-141,ASK_GEMINI-HZ-171,ASK_GEMINI-HZ-201	skills/ask-gemini; scripts/ask-codex.sh; tests/test-bitlesson-validate-delta.sh; tests/test-skill-monitor.sh; prompt-template/block/goal-tracker-bash-write.md; prompt-template/claude/agent-teams-core.md; skills/ask-codex/SKILL.md
agent_22	7	73528	ASK_GEMINI-HZ-022,ASK_GEMINI-HZ-052,ASK_GEMINI-HZ-082,ASK_GEMINI-HZ-112,ASK_GEMINI-HZ-142,ASK_GEMINI-HZ-172,ASK_GEMINI-HZ-202	skills/humanize; scripts/ask-gemini.sh; tests/test-cancel-signal-file.sh; tests/test-state-exit-naming.sh; prompt-template/block/goal-tracker-modification.md; prompt-template/claude/agent-teams-instructions.md; skills/ask-gemini/SKILL.md
agent_23	7	27670	ASK_GEMINI-HZ-023,ASK_GEMINI-HZ-053,ASK_GEMINI-HZ-083,ASK_GEMINI-HZ-113,ASK_GEMINI-HZ-143,ASK_GEMINI-HZ-173,ASK_GEMINI-HZ-203	skills/humanize-gen-plan; scripts/bitlesson-init.sh; tests/test-codex-hook-install.sh; tests/test-stop-gate.sh; prompt-template/block/goal-tracker-not-initialized.md; prompt-template/claude/drift-replan-prompt.md; skills/humanize-gen-plan/SKILL.md
agent_24	7	39744	ASK_GEMINI-HZ-024,ASK_GEMINI-HZ-054,ASK_GEMINI-HZ-084,ASK_GEMINI-HZ-114,ASK_GEMINI-HZ-144,ASK_GEMINI-HZ-174,ASK_GEMINI-HZ-204	skills/humanize-refine-plan; scripts/bitlesson-select.sh; tests/test-codex-review-merge.sh; tests/test-stop-hook-legacy-compat.sh; prompt-template/block/incomplete-todos.md; prompt-template/claude/finalize-phase-prompt.md; skills/humanize-refine-plan/SKILL.md
agent_25	7	36002	ASK_GEMINI-HZ-025,ASK_GEMINI-HZ-055,ASK_GEMINI-HZ-085,ASK_GEMINI-HZ-115,ASK_GEMINI-HZ-145,ASK_GEMINI-HZ-175,ASK_GEMINI-HZ-205	skills/humanize-rlcr; scripts/bitlesson-validate-delta.sh; tests/test-config-error-handling.sh; tests/test-task-tag-routing.sh; prompt-template/block/large-files.md; prompt-template/claude/finalize-phase-skipped-prompt.md; skills/humanize-rlcr/SKILL.md
agent_26	7	336141	ASK_GEMINI-HZ-026,ASK_GEMINI-HZ-056,ASK_GEMINI-HZ-086,ASK_GEMINI-HZ-116,ASK_GEMINI-HZ-146,ASK_GEMINI-HZ-176,ASK_GEMINI-HZ-206	tests/robustness; scripts/cancel-pr-loop.sh; tests/test-config-merge.sh; tests/test-template-loader.sh; prompt-template/block/mainline-drift-stop.md; prompt-template/claude/goal-tracker-update-request.md; skills/humanize/SKILL.md
agent_27	7	30044	ASK_GEMINI-HZ-027,ASK_GEMINI-HZ-057,ASK_GEMINI-HZ-087,ASK_GEMINI-HZ-117,ASK_GEMINI-HZ-147,ASK_GEMINI-HZ-177,ASK_GEMINI-HZ-207	agents/bitlesson-selector.md; scripts/cancel-rlcr-loop.sh; tests/test-disable-nested-codex-hooks.sh; tests/test-template-references.sh; prompt-template/block/mainline-verdict-missing.md; prompt-template/claude/methodology-analysis-prompt.md; tests/robustness/test-base-branch-detection.sh
agent_28	7	56629	ASK_GEMINI-HZ-028,ASK_GEMINI-HZ-058,ASK_GEMINI-HZ-088,ASK_GEMINI-HZ-118,ASK_GEMINI-HZ-148,ASK_GEMINI-HZ-178,ASK_GEMINI-HZ-208	agents/draft-relevance-checker.md; scripts/check-bot-reactions.sh; tests/test-error-scenarios.sh; tests/test-templates-comprehensive.sh; prompt-template/block/methodology-analysis-state-file-modification.md; prompt-template/claude/next-round-footer.md; tests/robustness/test-cancel-security-robustness.sh
agent_29	7	92951	ASK_GEMINI-HZ-029,ASK_GEMINI-HZ-059,ASK_GEMINI-HZ-089,ASK_GEMINI-HZ-119,ASK_GEMINI-HZ-149,ASK_GEMINI-HZ-179,ASK_GEMINI-HZ-209	agents/plan-compliance-checker.md; scripts/check-pr-reviewer-status.sh; tests/test-finalize-phase.sh; tests/test-todo-checker.sh; prompt-template/block/no-trigger-comment.md; prompt-template/claude/next-round-prompt.md; tests/robustness/test-concurrent-state-robustness.sh
agent_30	7	98289	ASK_GEMINI-HZ-030,ASK_GEMINI-HZ-060,ASK_GEMINI-HZ-090,ASK_GEMINI-HZ-120,ASK_GEMINI-HZ-150,ASK_GEMINI-HZ-180,ASK_GEMINI-HZ-210	agents/plan-understanding-quiz.md; scripts/fetch-pr-comments.sh; tests/test-gen-plan.sh; tests/test-unified-codex-config.sh; prompt-template/block/plan-backup-protected.md; prompt-template/claude/open-question-notice.md; tests/robustness/test-git-operations-robustness.sh
